RAJ2000,DEJ2000,cst,type
126.970839,33.0909805,CNC,I
127.966089,33.0812378,CNC,I
128.961225,33.0716171,CNC,I
129.956116,33.0621338,CNC,I
130.951038,33.0527802,CNC,I
131.945886,33.0435600,CNC,I
132.940449,33.0344810,CNC,I
133.935084,33.0255432,CNC,I
134.929605,33.0167503,CNC,I
135.923881,33.0081062,CNC,I
136.918230,32.9996071,CNC,I
137.912464,32.9912643,CNC,I
138.906469,32.9830742,CNC,I
139.900531,32.9750404,CNC,I
140.645985,32.9691162,CNC,O
185.562372,33.3063164,CVN,I
184.570369,33.3054123,CVN,I
183.578354,33.3047180,CVN,I
182.586509,33.3042374,CVN,I
181.594506,33.3039627,CVN,O
181.594261,34.3039627,CVN,I
181.594019,35.3039627,CVN,I
181.593762,36.3039627,CVN,I
181.593489,37.3039627,CVN,I
181.593217,38.3039627,CVN,I
181.592946,39.3039627,CVN,I
181.592659,40.3039627,CVN,I
181.592359,41.3039627,CVN,I
181.592044,42.3039627,CVN,I
181.591729,43.3039627,CVN,I
181.591416,44.3039627,CVN,O
182.579527,44.3042374,CVN,I
182.826434,44.3043365,CVN,O
182.825576,45.3043365,CVN,I
182.824687,46.3043365,CVN,I
182.823757,47.3043365,CVN,I
182.822786,48.3043365,CVN,I
182.821784,49.3043365,CVN,I
182.820739,50.3043365,CVN,I
182.819652,51.3043327,CVN,I
182.818522,52.3043365,CVN,O
183.802800,52.3048668,CVN,I
184.787077,52.3056068,CVN,I
185.771241,52.3065567,CVN,I
186.755562,52.3077126,CVN,I
187.739911,52.3090782,CVN,I
188.724146,52.3106499,CVN,I
189.708567,52.3124275,CVN,I
190.693016,52.3144112,CVN,I
191.677380,52.3166008,CVN,I
192.661929,52.3189964,CVN,I
193.646536,52.3215942,CVN,I
194.631057,52.3243980,CVN,I
195.615807,52.3274040,CVN,I
196.600599,52.3306084,CVN,I
197.585321,52.3340187,CVN,I
198.570270,52.3376274,CVN,I
199.555291,52.3414345,CVN,I
200.540256,52.3454361,CVN,I
201.525450,52.3496399,CVN,I
202.510743,52.3540382,CVN,I
203.495994,52.3586273,CVN,I
203.742399,52.3598061,CVN,O
203.755002,51.3598328,CVN,I
203.767061,50.3598671,CVN,I
203.778619,49.3598938,CVN,I
203.789734,48.3599167,CVN,I
203.795114,47.8599281,CVN,O
204.782781,47.8647728,CVN,I
205.770378,47.8698044,CVN,I
206.758231,47.8750267,CVN,I
207.746172,47.8804398,CVN,I
208.734069,47.8860397,CVN,I
209.722237,47.8918228,CVN,I
210.710506,47.8977890,CVN,I
211.698732,47.9039383,CVN,O
211.712523,46.9039841,CVN,I
211.725798,45.9040222,CVN,I
211.738601,44.9040642,CVN,I
211.750961,43.9041023,CVN,I
211.762920,42.9041405,CVN,I
211.774506,41.9041748,CVN,I
211.785721,40.9042130,CVN,I
211.796609,39.9042473,CVN,I
211.807179,38.9042816,CVN,I
211.817464,37.9043121,CVN,I
211.827464,36.9043427,CVN,I
211.837206,35.9043770,CVN,I
211.846704,34.9044075,CVN,I
211.855974,33.9044342,CVN,I
211.865029,32.9044647,CVN,I
211.873884,31.9044914,CVN,I
211.882552,30.9045181,CVN,I
211.888934,30.1545391,CVN,O
210.895185,30.1483574,CVN,I
210.770859,30.1475964,CVN,O
210.778942,29.1476192,CVN,I
210.786867,28.1476460,CVN,I
210.788827,27.8976517,CVN,O
209.794606,27.8916721,CVN,I
208.800258,27.8858757,CVN,I
207.805996,27.8802643,CVN,I
206.811919,27.8748417,CVN,I
205.817742,27.8696098,CVN,I
204.823608,27.8645668,CVN,I
203.953872,27.8603134,CVN,O
202.959824,27.8556328,CVN,I
201.965961,27.8511505,CVN,I
200.971999,27.8468609,CVN,I
200.226574,27.8437748,CVN,O
200.221324,28.8437634,CVN,I
200.215974,29.8437538,CVN,I
200.210509,30.8437405,CVN,I
200.207748,31.3437366,CVN,O
199.214774,31.3397980,CVN,I
198.221984,31.3360615,CVN,I
197.229079,31.3325233,CVN,I
196.236219,31.3291893,CVN,I
195.243544,31.3260574,CVN,I
194.250741,31.3231297,CVN,I
193.257966,31.3204060,CVN,I
192.265377,31.3178883,CVN,I
191.272659,31.3155766,CVN,I
190.279956,31.3134727,CVN,I
189.287439,31.3115749,CVN,I
188.294763,31.3098869,CVN,I
187.302117,31.3084068,CVN,I
186.557694,31.3074341,CVN,O
186.555991,32.3074341,CVN,I
186.554261,33.3074303,CVN,O
93.007794,-26.2788925,CMA,I
93.022764,-25.2789841,CMA,I
93.037484,-24.2790718,CMA,I
93.051982,-23.2791595,CMA,I
93.066258,-22.2792473,CMA,I
93.080334,-21.2793312,CMA,I
93.094218,-20.2794170,CMA,I
93.107922,-19.2795010,CMA,I
93.121469,-18.2795830,CMA,I
93.134851,-17.2796631,CMA,I
93.148091,-16.2797432,CMA,I
93.161202,-15.2798243,CMA,I
93.174183,-14.2799025,CMA,I
93.187051,-13.2799807,CMA,I
93.199811,-12.2800570,CMA,I
93.212478,-11.2801352,CMA,I
93.215625,-11.0301533,CMA,O
94.215582,-11.0422859,CMA,I
95.215716,-11.0544071,CMA,I
96.215894,-11.0665112,CMA,I
97.215964,-11.0785942,CMA,I
98.216229,-11.0906553,CMA,I
99.216528,-11.1026888,CMA,I
100.216734,-11.1146898,CMA,I
101.217120,-11.1266584,CMA,I
102.217548,-11.1385880,CMA,I
103.217869,-11.1504736,CMA,I
104.218376,-11.1623154,CMA,I
105.218925,-11.1741085,CMA,I
106.219376,-11.1858463,CMA,I
107.220011,-11.1975298,CMA,I
108.220689,-11.2091532,CMA,I
109.221254,-11.2207117,CMA,I
110.222010,-11.2322044,CMA,I
111.222810,-11.2436275,CMA,I
111.973399,-11.2521448,CMA,O
111.961591,-12.2520790,CMA,I
111.949689,-13.2520103,CMA,I
111.937695,-14.2519426,CMA,I
111.925593,-15.2518749,CMA,I
111.913368,-16.2518044,CMA,I
111.901023,-17.2517357,CMA,I
111.888541,-18.2516651,CMA,I
111.875917,-19.2515926,CMA,I
111.863144,-20.2515202,CMA,I
111.850197,-21.2514477,CMA,I
111.837079,-22.2513733,CMA,I
111.823769,-23.2512970,CMA,I
111.810258,-24.2512226,CMA,I
111.796531,-25.2511444,CMA,I
111.782577,-26.2510643,CMA,I
111.768379,-27.2509861,CMA,I
111.753924,-28.2509022,CMA,I
111.739197,-29.2508202,CMA,I
111.724184,-30.2507362,CMA,I
111.708855,-31.2506466,CMA,I
111.693198,-32.2505608,CMA,I
111.677199,-33.2504692,CMA,O
110.674454,-33.2390785,CMA,I
109.671836,-33.2276192,CMA,I
108.669498,-33.2160912,CMA,I
107.667146,-33.2044945,CMA,I
106.664929,-33.1928368,CMA,I
105.662999,-33.1811256,CMA,I
104.661054,-33.1693535,CMA,I
103.659246,-33.1575317,CMA,I
102.657717,-33.1456680,CMA,I
101.656179,-33.1337547,CMA,I
100.654779,-33.1218033,CMA,I
99.903859,-33.1128159,CMA,O
98.902845,-33.1008072,CMA,I
97.901817,-33.0887642,CMA,I
96.900937,-33.0766945,CMA,I
95.900337,-33.0646057,CMA,I
94.899731,-33.0524940,CMA,I
93.899259,-33.0403671,CMA,I
92.899068,-33.0282326,CMA,O
92.916141,-32.0283356,CMA,I
92.932849,-31.0284367,CMA,I
92.949207,-30.0285378,CMA,I
92.965236,-29.0286331,CMA,I
92.980964,-28.0287304,CMA,I
92.992566,-27.2787991,CMA,O
122.910976,5.6302910,CMI,I
122.900591,4.6303444,CMI,I
122.890248,3.6303976,CMI,I
122.879921,2.6304510,CMI,I
122.869606,1.6305040,CMI,I
122.859306,0.6305570,CMI,I
122.849007,-0.3693900,CMI,O
121.849137,-0.3590378,CMI,I
120.849108,-0.3485745,CMI,I
119.849103,-0.3380053,CMI,I
118.849246,-0.3273346,CMI,I
117.849240,-0.3165627,CMI,I
116.849234,-0.3056944,CMI,I
115.849379,-0.2947346,CMI,I
114.849379,-0.2836833,CMI,I
113.849381,-0.2725457,CMI,I
112.849539,-0.2613267,CMI,I
111.849532,-0.2500264,CMI,I
110.849539,-0.2386499,CMI,I
109.849698,-0.2272026,CMI,I
109.599666,-0.2243290,CMI,O
109.611168,0.7756049,CMI,I
109.616919,1.2755718,CMI,O
108.617026,1.2871058,CMI,I
107.617278,1.2987028,CMI,I
106.867396,1.3074419,CMI,O
106.879084,2.3073735,CMI,I
106.890794,3.3073053,CMI,I
106.902516,4.3072371,CMI,I
106.914274,5.3071680,CMI,O
106.664322,5.3100886,CMI,O
106.676130,6.3100195,CMI,I
106.687989,7.3099504,CMI,I
106.699897,8.3098803,CMI,I
106.711872,9.3098106,CMI,I
106.717879,9.8097754,CMI,O
106.729953,10.8097048,CMI,I
106.742112,11.8096342,CMI,I
106.748227,12.3095980,CMI,O
107.747448,12.2979460,CMI,I
108.746481,12.2863569,CMI,I
109.745629,12.2748318,CMI,I
110.744719,12.2633753,CMI,I
111.743624,12.2519932,CMI,I
112.742636,12.2406845,CMI,I
113.741606,12.2294550,CMI,I
114.241004,12.2238722,CMI,O
114.252727,13.2238064,CMI,O
115.251546,13.2127037,CMI,I
116.250171,13.2016897,CMI,I
117.248904,13.1907644,CMI,I
118.247587,13.1799345,CMI,I
118.871606,13.1732168,CMI,O
118.860333,12.1732769,CMI,I
118.849139,11.1733360,CMI,I
118.838024,10.1733961,CMI,I
118.832489,9.6734257,CMI,O
119.831478,9.6627522,CMI,I
120.580672,9.6548138,CMI,O
120.569844,8.6548719,CMI,I
120.559072,7.6549282,CMI,I
120.548343,6.6549850,CMI,O
121.547613,6.6444893,CMI,I
122.546697,6.6341038,CMI,I
122.921391,6.6302376,CMI,O
309.733859,-13.5631838,CAP,I
309.723873,-12.5632305,CAP,I
309.713974,-11.5632782,CAP,I
309.704131,-10.5633240,CAP,I
309.694376,-9.5633707,CAP,I
309.684648,-8.5634165,CAP,O
308.685951,-8.5729389,CAP,I
307.687083,-8.5825920,CAP,I
306.688214,-8.5923729,CAP,I
305.689459,-8.6022758,CAP,I
304.690533,-8.6123018,CAP,I
303.691549,-8.6224461,CAP,I
302.692709,-8.6327038,CAP,I
301.693696,-8.6430750,CAP,O
301.704397,-9.6430187,CAP,I
301.715184,-10.6429625,CAP,I
301.726026,-11.6429062,CAP,I
301.726369,-11.6762342,CAP,O
301.737299,-12.6761770,CAP,I
301.748314,-13.6761198,CAP,I
301.759414,-14.6760616,CAP,I
301.770601,-15.6760025,CAP,I
301.781931,-16.6759453,CAP,I
301.793346,-17.6758842,CAP,I
301.804934,-18.6758232,CAP,I
301.816606,-19.6757641,CAP,I
301.828451,-20.6757011,CAP,I
301.840467,-21.6756382,CAP,I
301.852627,-22.6755772,CAP,I
301.864986,-23.6755104,CAP,I
301.877517,-24.6754456,CAP,I
301.890249,-25.6753788,CAP,I
301.903209,-26.6753120,CAP,I
301.915969,-27.6419144,CAP,O
302.912607,-27.6315689,CAP,I
303.909015,-27.6213360,CAP,I
304.905481,-27.6112175,CAP,I
305.901832,-27.6012173,CAP,I
306.897956,-27.5913391,CAP,O
307.894134,-27.5815849,CAP,I
308.890257,-27.5719585,CAP,I
309.886122,-27.5624638,CAP,I
310.882072,-27.5530987,CAP,I
311.877909,-27.5438709,CAP,I
312.873544,-27.5347843,CAP,I
313.869239,-27.5258369,CAP,I
314.864874,-27.5170345,CAP,I
315.860224,-27.5083790,CAP,I
316.855687,-27.4998722,CAP,I
317.851066,-27.4915161,CAP,I
318.846244,-27.4833164,CAP,I
319.841481,-27.4752731,CAP,I
320.836659,-27.4673901,CAP,I
321.831636,-27.4596672,CAP,O
321.821966,-26.4597054,CAP,I
321.812467,-25.4597416,CAP,I
321.807776,-24.9597607,CAP,O
322.803326,-24.9521980,CAP,I
323.798819,-24.9448013,CAP,I
324.794082,-24.9375744,CAP,I
325.789461,-24.9305191,CAP,I
326.784783,-24.9236355,CAP,I
327.779904,-24.9169273,CAP,I
328.775139,-24.9103947,CAP,I
329.770289,-24.9040413,CAP,O
329.762707,-23.9040642,CAP,I
329.755239,-22.9040890,CAP,I
329.747857,-21.9041119,CAP,I
329.740620,-20.9041328,CAP,I
329.733438,-19.9041576,CAP,I
329.726371,-18.9041786,CAP,I
329.719391,-17.9041996,CAP,I
329.712466,-16.9042225,CAP,I
329.705629,-15.9042444,CAP,I
329.698848,-14.9042645,CAP,I
329.692154,-13.9042864,CAP,I
329.685487,-12.9043083,CAP,I
329.678907,-11.9043283,CAP,I
329.672355,-10.9043484,CAP,I
329.665833,-9.9043694,CAP,I
329.659366,-8.9043894,CAP,I
329.656162,-8.4043999,CAP,O
328.657722,-8.4107742,CAP,I
327.659254,-8.4173279,CAP,I
326.660899,-8.4240570,CAP,I
325.662404,-8.4309626,CAP,I
324.663906,-8.4380417,CAP,I
323.665552,-8.4452906,CAP,I
322.666998,-8.4527092,CAP,I
321.668415,-8.4602947,CAP,O
321.676311,-9.4602642,CAP,I
321.684209,-10.4602337,CAP,I
321.692190,-11.4602032,CAP,I
321.700201,-12.4601717,CAP,I
321.708297,-13.4601412,CAP,I
321.716451,-14.4601107,CAP,O
320.719012,-14.4678507,CAP,I
319.721431,-14.4757547,CAP,I
318.723794,-14.4838171,CAP,I
317.726269,-14.4920359,CAP,I
316.728573,-14.5004101,CAP,I
315.730848,-14.5089369,CAP,I
314.733239,-14.5176105,CAP,I
313.735399,-14.5264339,CAP,I
312.737561,-14.5354004,CAP,I
311.739807,-14.5445070,CAP,I
310.741882,-14.5537539,CAP,I
309.743901,-14.5631361,CAP,I
309.743901,-14.5631361,CAP,O
170.096441,-63.6842766,CAR,I
170.107269,-62.6842880,CAR,I
170.117384,-61.6843033,CAR,I
170.126881,-60.6843147,CAR,I
170.135793,-59.6843224,CAR,I
170.144191,-58.6843300,CAR,I
170.152116,-57.6843414,CAR,I
170.155921,-57.1843452,CAR,O
169.137468,-57.1819954,CAR,I
168.119231,-57.1794319,CAR,I
167.100906,-57.1766624,CAR,I
166.337256,-57.1744423,CAR,O
165.319091,-57.1713066,CAR,I
164.301166,-57.1679573,CAR,I
163.283186,-57.1644058,CAR,I
162.265305,-57.1606445,CAR,I
161.247697,-57.1566811,CAR,I
160.230045,-57.1525154,CAR,I
159.212508,-57.1481438,CAR,I
158.195257,-57.1435738,CAR,I
157.177977,-57.1388054,CAR,I
156.160841,-57.1338387,CAR,I
155.144006,-57.1286774,CAR,I
154.127141,-57.1233177,CAR,I
153.110446,-57.1177673,CAR,I
152.094054,-57.1120300,CAR,I
151.077690,-57.1060982,CAR,I
150.061484,-57.0999794,CAR,I
149.045606,-57.0936813,CAR,I
148.029756,-57.0871925,CAR,I
147.014094,-57.0805283,CAR,I
145.998774,-57.0736847,CAR,I
144.983482,-57.0666618,CAR,I
143.968406,-57.0594635,CAR,I
142.953672,-57.0520973,CAR,I
141.938982,-57.0445557,CAR,I
140.924520,-57.0368500,CAR,I
139.910431,-57.0289803,CAR,I
138.896414,-57.0209465,CAR,I
137.882610,-57.0127525,CAR,I
136.869192,-57.0044022,CAR,I
135.855861,-56.9958954,CAR,I
134.842773,-56.9872360,CAR,I
133.830071,-56.9784317,CAR,I
133.323656,-56.9739723,CAR,O
133.352637,-55.9740982,CAR,I
133.380174,-54.9742203,CAR,O
132.368731,-54.9652023,CAR,I
131.357374,-54.9560394,CAR,I
130.346261,-54.9467392,CAR,I
129.335532,-54.9373055,CAR,I
128.324891,-54.9277344,CAR,I
127.567119,-54.9204712,CAR,O
127.595572,-53.9206123,CAR,I
127.609291,-53.4206772,CAR,O
126.599607,-53.4108849,CAR,I
125.590338,-53.4009705,CAR,I
124.581141,-53.3909340,CAR,I
123.572202,-53.3807755,CAR,I
123.320116,-53.3782196,CAR,O
123.347997,-52.3783607,CAR,I
123.374647,-51.3784981,CAR,I
123.381129,-51.1285286,CAR,O
122.373147,-51.1182327,CAR,I
121.365394,-51.1078262,CAR,I
120.861697,-51.1025848,CAR,O
119.854289,-51.0920143,CAR,I
118.847272,-51.0813446,CAR,I
117.840342,-51.0705719,CAR,I
116.833635,-51.0597038,CAR,I
115.827334,-51.0487404,CAR,I
114.821127,-51.0376892,CAR,I
113.815147,-51.0265465,CAR,I
112.809577,-51.0153236,CAR,I
111.804099,-51.0040207,CAR,I
110.798871,-50.9926414,CAR,I
109.794045,-50.9811897,CAR,I
108.789311,-50.9696693,CAR,I
107.784826,-50.9580803,CAR,I
106.780751,-50.9464302,CAR,I
105.776782,-50.9347229,CAR,I
104.773071,-50.9229584,CAR,I
103.769760,-50.9111443,CAR,I
102.766557,-50.8992844,CAR,I
101.763603,-50.8873749,CAR,I
100.761066,-50.8754311,CAR,I
99.758634,-50.8634453,CAR,I
98.756469,-50.8514290,CAR,I
97.754703,-50.8393822,CAR,I
96.753051,-50.8273125,CAR,I
95.751657,-50.8152161,CAR,I
94.750671,-50.8031044,CAR,I
93.749799,-50.7909775,CAR,I
92.749192,-50.7788391,CAR,I
91.748994,-50.7666969,CAR,I
90.748902,-50.7545471,CAR,O
90.717881,-51.7543602,CAR,I
90.693705,-52.5042114,CAR,O
91.693789,-52.5163612,CAR,I
92.693997,-52.5285034,CAR,I
93.194354,-52.5345764,CAR,O
93.160807,-53.5343742,CAR,I
93.125639,-54.5341568,CAR,I
93.107400,-55.0340500,CAR,O
94.108079,-55.0461807,CAR,I
95.109207,-55.0583038,CAR,I
96.110644,-55.0704117,CAR,I
97.112232,-55.0824966,CAR,I
98.114276,-55.0945587,CAR,O
98.076611,-56.0943336,CAR,I
98.036943,-57.0940971,CAR,I
97.995078,-58.0938416,CAR,O
98.997667,-58.1058846,CAR,I
100.000447,-58.1178932,CAR,I
101.003716,-58.1298676,CAR,I
102.007320,-58.1418037,CAR,I
103.011117,-58.1537018,CAR,O
102.967422,-59.1534424,CAR,I
102.921087,-60.1531715,CAR,I
102.871857,-61.1528816,CAR,I
102.819401,-62.1525650,CAR,I
102.763353,-63.1522331,CAR,I
102.703314,-64.1518784,CAR,O
103.708677,-64.1637497,CAR,I
104.714471,-64.1755676,CAR,I
105.720549,-64.1873322,CAR,I
106.727206,-64.1990433,CAR,I
107.734294,-64.2106934,CAR,I
108.741660,-64.2222824,CAR,I
109.749599,-64.2338104,CAR,I
110.757951,-64.2452621,CAR,I
111.766584,-64.2566452,CAR,I
112.775781,-64.2679520,CAR,I
113.785401,-64.2791824,CAR,I
114.795285,-64.2903214,CAR,I
115.805726,-64.3013763,CAR,I
116.816576,-64.3123398,CAR,I
117.827682,-64.3232117,CAR,I
118.839341,-64.3339844,CAR,I
119.851406,-64.3446579,CAR,I
120.863700,-64.3552246,CAR,I
121.876560,-64.3656845,CAR,I
122.889791,-64.3760300,CAR,I
123.903279,-64.3862686,CAR,I
124.917284,-64.3963852,CAR,I
125.931674,-64.4063873,CAR,I
126.946278,-64.4162598,CAR,I
127.961397,-64.4260025,CAR,I
128.976888,-64.4356232,CAR,I
129.992595,-64.4451065,CAR,I
131.008801,-64.4544525,CAR,I
132.025366,-64.4636612,CAR,I
133.042116,-64.4727249,CAR,I
134.059366,-64.4816437,CAR,I
135.076947,-64.4904175,CAR,I
136.094727,-64.4990387,CAR,O
136.047721,-65.4988480,CAR,I
135.996966,-66.4986343,CAR,I
135.941962,-67.4984055,CAR,I
135.882139,-68.4981461,CAR,I
135.816765,-69.4978714,CAR,I
135.744982,-70.4975739,CAR,I
135.665760,-71.4972458,CAR,I
135.577827,-72.4968719,CAR,I
135.479579,-73.4964600,CAR,I
135.369057,-74.4959946,CAR,I
135.243687,-75.4954681,CAR,O
136.276860,-75.5040665,CAR,I
137.310648,-75.5125046,CAR,I
138.344879,-75.5207901,CAR,I
139.379868,-75.5289078,CAR,I
140.415431,-75.5368652,CAR,I
141.451407,-75.5446472,CAR,I
142.488112,-75.5522690,CAR,I
143.525362,-75.5597153,CAR,I
144.562983,-75.5669785,CAR,I
145.601306,-75.5740738,CAR,I
146.640129,-75.5809860,CAR,I
147.679296,-75.5877151,CAR,I
148.719120,-75.5942612,CAR,I
149.759403,-75.6006241,CAR,I
150.799999,-75.6067886,CAR,I
151.841197,-75.6127701,CAR,I
152.882824,-75.6185532,CAR,I
153.924723,-75.6241455,CAR,I
154.967179,-75.6295395,CAR,I
156.010036,-75.6347351,CAR,I
157.053108,-75.6397247,CAR,I
158.096696,-75.6445160,CAR,I
159.140640,-75.6491089,CAR,I
160.184756,-75.6534882,CAR,I
161.229372,-75.6576614,CAR,I
162.274260,-75.6616287,CAR,I
163.319292,-75.6653824,CAR,I
164.364753,-75.6689224,CAR,I
165.410457,-75.6722565,CAR,I
166.456260,-75.6753693,CAR,I
167.502436,-75.6782761,CAR,I
168.548827,-75.6809616,CAR,I
169.595261,-75.6834335,CAR,I
169.856973,-75.6840134,CAR,O
169.890719,-74.6840515,CAR,I
169.920402,-73.6840897,CAR,I
169.946751,-72.6841125,CAR,I
169.970311,-71.6841431,CAR,I
169.991512,-70.6841660,CAR,I
170.010696,-69.6841812,CAR,I
170.028147,-68.6842041,CAR,I
170.044111,-67.6842270,CAR,I
170.058776,-66.6842422,CAR,I
170.072294,-65.6842499,CAR,I
170.084811,-64.6842651,CAR,O
350.437059,53.1849251,CAS,I
349.421139,53.1826363,CAS,I
348.405276,53.1801338,CAS,I
347.389669,53.1774216,CAS,I
346.373921,53.1744957,CAS,I
345.358257,53.1713676,CAS,I
344.342851,53.1680298,CAS,O
344.333181,54.1680145,CAS,I
344.323053,55.1679916,CAS,I
344.312411,56.1679764,CAS,I
344.304027,56.9179611,CAS,O
344.292354,57.9179420,CAS,I
344.279996,58.9179192,CAS,I
344.269124,59.7512321,CAS,O
345.288963,59.7545853,CAS,I
346.309089,59.7577286,CAS,I
347.329274,59.7606659,CAS,I
348.349399,59.7633896,CAS,I
348.859664,59.7646751,CAS,O
348.849649,60.7646637,CAS,I
348.838979,61.7646484,CAS,I
348.827619,62.7646370,CAS,I
348.816491,63.6812897,CAS,O
349.840365,63.6837044,CAS,I
350.864496,63.6859093,CAS,I
351.888714,63.6878967,CAS,I
352.912845,63.6896744,CAS,I
353.937177,63.6912308,CAS,I
354.961596,63.6925774,CAS,I
355.217571,63.6928787,CAS,O
355.211506,64.6928787,CAS,I
355.204926,65.6928711,CAS,I
355.197859,66.6928711,CAS,O
356.225910,66.6939468,CAS,I
357.254019,66.6948090,CAS,I
358.282012,66.6954498,CAS,I
359.310179,66.6958771,CAS,I
0.338364,66.6960831,CAS,I
1.366376,66.6960754,CAS,I
1.623477,66.6960373,CAS,I
1.623466,66.6960373,CAS,I
2.651640,66.6957550,CAS,I
3.679642,66.6952515,CAS,I
4.707772,66.6945343,CAS,I
5.735868,66.6935959,CAS,I
6.763764,66.6924438,CAS,O
6.771937,67.6924362,CAS,I
6.780840,68.6924286,CAS,I
6.790575,69.6924210,CAS,I
6.801273,70.6924133,CAS,I
6.813094,71.6924133,CAS,I
6.826231,72.6924057,CAS,I
6.840929,73.6923981,CAS,I
6.857490,74.6923828,CAS,I
6.876309,75.6923676,CAS,I
6.897892,76.6923599,CAS,I
6.922914,77.6923447,CAS,O
7.978200,77.6909332,CAS,I
9.033349,77.6893082,CAS,I
10.088186,77.6874542,CAS,I
11.143006,77.6853867,CAS,I
12.197634,77.6830978,CAS,I
13.251888,77.6805878,CAS,I
14.306070,77.6778564,CAS,I
15.359999,77.6749115,CAS,I
16.413498,77.6717529,CAS,I
17.466867,77.6683731,CAS,I
18.519926,77.6647797,CAS,I
19.572501,77.6609802,CAS,I
20.624889,77.6569595,CAS,I
21.676912,77.6527405,CAS,I
22.728397,77.6483078,CAS,I
23.779639,77.6436615,CAS,I
24.830463,77.6388168,CAS,I
25.880696,77.6337738,CAS,I
26.930634,77.6285172,CAS,I
27.980101,77.6230698,CAS,I
29.028927,77.6174240,CAS,I
30.077409,77.6115799,CAS,I
31.125369,77.6055374,CAS,I
32.172639,77.5993118,CAS,I
33.219516,77.5928879,CAS,I
34.265827,77.5862885,CAS,I
35.311399,77.5794907,CAS,I
36.356535,77.5725174,CAS,I
37.401056,77.5653610,CAS,I
38.444791,77.5580368,CAS,I
39.488054,77.5505295,CAS,I
40.530657,77.5428467,CAS,I
41.572437,77.5349960,CAS,I
42.613696,77.5269775,CAS,I
43.654260,77.5187988,CAS,I
44.693964,77.5104523,CAS,I
45.733109,77.5019531,CAS,I
46.771521,77.4932938,CAS,I
47.809038,77.4844818,CAS,I
48.845958,77.4755249,CAS,I
49.882117,77.4664154,CAS,I
50.917342,77.4571609,CAS,I
51.951946,77.4477692,CAS,I
52.985751,77.4382401,CAS,I
54.018599,77.4285736,CAS,I
55.050792,77.4187775,CAS,I
55.308749,77.4163132,CAS,O
55.121520,76.4172058,CAS,I
54.959504,75.4179840,CAS,I
54.817846,74.4186630,CAS,I
54.692871,73.4192657,CAS,I
54.581727,72.4197998,CAS,I
54.482184,71.4202728,CAS,I
54.392466,70.4207001,CAS,I
54.311139,69.4210892,CAS,I
54.237034,68.4214401,CAS,O
53.218531,68.4311371,CAS,I
52.199592,68.4406967,CAS,I
51.180367,68.4501266,CAS,I
50.160556,68.4594116,CAS,I
49.395457,68.4662857,CAS,O
49.331985,67.4665756,CAS,I
49.273638,66.4668350,CAS,I
49.219786,65.4670792,CAS,I
49.169898,64.4673004,CAS,I
49.123531,63.4675026,CAS,I
49.080291,62.4676933,CAS,I
49.039857,61.4678802,CAS,I
49.001934,60.4680481,CAS,I
48.966279,59.4682083,CAS,I
48.932676,58.4683571,CAS,I
48.900930,57.4684982,CAS,O
47.888106,57.4774704,CAS,I
46.875183,57.4862938,CAS,I
45.861861,57.4949684,CAS,I
44.848297,57.5034943,CAS,I
43.834641,57.5118637,CAS,I
42.820605,57.5200729,CAS,I
41.806334,57.5281258,CAS,I
40.791990,57.5360146,CAS,I
39.777270,57.5437431,CAS,I
38.762337,57.5513000,CAS,O
38.788636,58.5512009,CAS,I
38.802356,59.0511551,CAS,O
37.786456,59.0585480,CAS,I
36.770178,59.0657692,CAS,I
35.753689,59.0728188,CAS,I
34.737138,59.0796890,CAS,I
33.720231,59.0863838,CAS,I
32.703123,59.0928955,CAS,I
31.685976,59.0992241,CAS,I
30.795626,59.1046104,CAS,O
30.773624,58.1046753,CAS,O
29.756802,58.1106491,CAS,I
28.739654,58.1164360,CAS,I
27.722341,58.1220322,CAS,I
27.595222,58.1227188,CAS,O
27.576447,57.1227684,CAS,I
27.558657,56.1228142,CAS,I
27.541770,55.1228600,CAS,I
27.533641,54.6228828,CAS,O
26.518314,54.6282539,CAS,I
25.503003,54.6334267,CAS,I
24.487413,54.6384048,CAS,I
23.471697,54.6431885,CAS,I
22.456014,54.6477699,CAS,O
22.443146,53.6478004,CAS,I
22.430876,52.6478233,CAS,I
22.419153,51.6478539,CAS,I
22.407936,50.6478767,CAS,O
21.394137,50.6522484,CAS,I
20.380244,50.6564217,CAS,I
19.366409,50.6603928,CAS,I
18.605904,50.6632347,CAS,O
18.596976,49.6632500,CAS,I
18.588408,48.6632690,CAS,O
17.575241,48.6668777,CAS,I
16.562004,48.6702805,CAS,I
15.548851,48.6734772,CAS,I
14.788867,48.6757393,CAS,O
14.782350,47.6757469,CAS,I
14.776077,46.6757545,CAS,O
13.763574,46.6785851,CAS,I
12.751017,46.6812057,CAS,I
11.738565,46.6836166,CAS,I
10.725915,46.6858139,CAS,I
9.713226,46.6878052,CAS,I
8.700652,46.6895790,CAS,I
7.687894,46.6911430,CAS,I
6.675109,46.6924934,CAS,I
5.662452,46.6936302,CAS,I
4.649624,46.6945534,CAS,I
4.143279,46.6949348,CAS,O
4.144794,47.6949348,CAS,I
4.146367,48.6949348,CAS,O
3.132582,48.6955376,CAS,I
2.118784,48.6959229,CAS,I
1.611960,48.6960373,CAS,I
1.611971,48.6960373,CAS,I
0.598169,48.6961021,CAS,I
359.584494,48.6959496,CAS,I
