RAJ2000,DEJ2000,cst,type
353.035698,35.1897736,AND,I
352.027387,35.1880264,AND,I
351.018963,35.1860695,AND,I
350.010539,35.1838989,AND,I
349.002342,35.1815186,AND,I
347.994003,35.1789322,AND,I
346.985692,35.1761322,AND,I
345.977554,35.1731300,AND,I
344.969329,35.1699181,AND,I
344.465304,35.1682358,AND,O
344.460181,36.1682281,AND,I
344.454889,37.1682205,AND,I
344.449482,38.1682091,AND,I
344.443932,39.1682014,AND,I
344.438209,40.1681900,AND,I
344.432316,41.1681786,AND,I
344.426250,42.1681709,AND,I
344.419984,43.1681557,AND,I
344.413491,44.1681480,AND,I
344.406795,45.1681366,AND,I
344.399842,46.1681252,AND,I
344.392662,47.1681137,AND,I
344.385195,48.1681023,AND,I
344.377413,49.1680870,AND,I
344.369316,50.1680717,AND,I
344.360876,51.1680603,AND,I
344.352064,52.1680412,AND,I
344.342851,53.1680298,AND,O
345.358257,53.1713676,AND,I
346.373921,53.1744957,AND,I
347.389669,53.1774216,AND,I
348.405276,53.1801338,AND,I
349.421139,53.1826363,AND,I
350.437059,53.1849251,AND,I
351.452894,53.1870041,AND,O
351.458187,52.1870117,AND,I
351.463222,51.1870155,AND,I
351.465682,50.6870193,AND,O
352.480316,50.6888847,AND,I
353.494979,50.6905365,AND,I
354.509526,50.6919746,AND,I
355.270557,50.6929131,AND,O
355.273361,49.6929131,AND,I
355.276079,48.6929169,AND,O
356.289825,48.6939774,AND,I
357.303600,48.6948280,AND,I
358.317232,48.6954613,AND,I
359.331036,48.6958809,AND,I
0.344827,48.6960831,AND,I
1.358464,48.6960716,AND,I
1.611971,48.6960373,AND,I
1.611960,48.6960373,AND,I
2.625761,48.6957550,AND,I
3.639401,48.6952629,AND,I
4.146367,48.6949348,AND,O
4.144794,47.6949348,AND,I
4.143279,46.6949348,AND,O
5.155965,46.6941185,AND,I
6.168784,46.6930885,AND,I
7.181581,46.6918449,AND,I
8.194201,46.6903877,AND,I
9.206943,46.6887169,AND,I
10.219651,46.6868362,AND,I
11.232168,46.6847420,AND,I
12.244797,46.6824379,AND,I
13.257378,46.6799202,AND,I
14.269756,46.6771965,AND,I
14.776077,46.6757545,AND,O
14.782350,47.6757469,AND,I
14.788867,48.6757393,AND,O
15.802069,48.6726990,AND,I
16.815359,48.6694489,AND,I
17.828577,48.6659966,AND,I
18.588408,48.6632690,AND,O
18.596976,49.6632500,AND,I
18.605904,50.6632347,AND,O
19.619801,50.6594200,AND,I
20.633761,50.6553993,AND,I
21.647636,50.6511765,AND,I
22.407936,50.6478767,AND,O
23.421486,50.6433029,AND,I
24.435086,50.6385307,AND,I
25.448576,50.6335640,AND,I
26.461803,50.6283989,AND,I
26.968524,50.6257439,AND,O
26.955659,49.6257782,AND,I
26.943311,48.6258125,AND,I
26.931439,47.6258430,AND,O
27.943167,47.6203957,AND,I
28.954938,47.6147575,AND,I
29.966592,47.6089287,AND,I
30.977981,47.6029167,AND,I
31.989402,47.5967178,AND,I
32.621491,47.5927505,AND,O
32.635692,48.5927048,AND,I
32.650466,49.5926552,AND,I
32.665859,50.5926094,AND,I
32.673801,51.0925827,AND,O
33.686339,51.0860786,AND,I
34.698876,51.0793915,AND,I
35.711264,51.0725288,AND,I
36.723346,51.0654869,AND,I
37.735424,51.0582733,AND,I
38.747331,51.0508881,AND,I
39.758928,51.0433311,AND,I
39.885479,51.0423737,AND,O
39.866727,50.0424461,AND,I
39.848742,49.0425110,AND,I
39.831469,48.0425797,AND,I
39.814849,47.0426407,AND,I
39.798846,46.0427017,AND,I
39.783411,45.0427628,AND,I
39.768501,44.0428162,AND,I
39.754092,43.0428696,AND,I
39.740142,42.0429268,AND,I
39.726627,41.0429764,AND,I
39.713512,40.0430260,AND,I
39.700781,39.0430756,AND,I
39.688404,38.0431213,AND,I
39.679341,37.2931557,AND,O
38.672111,37.3006973,AND,I
37.664776,37.3080711,AND,I
36.657494,37.3152733,AND,I
35.649966,37.3223038,AND,I
34.642342,37.3291588,AND,I
33.634773,37.3358345,AND,I
32.626966,37.3423309,AND,I
31.871091,37.3470840,AND,O
31.861374,36.3471146,AND,I
31.854251,35.5971375,AND,O
30.846784,35.6033134,AND,I
29.839389,35.6093025,AND,I
28.831769,35.6151047,AND,I
27.824074,35.6207199,AND,I
26.816460,35.6261444,AND,I
25.808625,35.6313782,AND,I
24.800724,35.6364174,AND,I
23.792910,35.6412582,AND,I
22.910835,35.6453362,AND,O
22.904051,34.6453514,AND,I
22.897426,33.6453705,AND,O
21.890082,33.6498375,AND,I
20.882534,33.6541100,AND,I
19.874937,33.6581841,AND,I
18.867441,33.6620522,AND,I
17.859750,33.6657181,AND,I
16.852019,33.6691780,AND,I
15.844395,33.6724358,AND,I
14.836584,33.6754837,AND,I
13.828737,33.6783295,AND,I
12.821007,33.6809616,AND,I
12.443064,33.6818962,AND,O
12.439591,32.6819000,AND,I
12.436194,31.6819019,AND,I
12.432871,30.6819096,AND,I
12.429616,29.6819115,AND,I
12.426424,28.6819153,AND,I
12.423292,27.6819210,AND,I
12.420219,26.6819229,AND,I
12.417198,25.6819267,AND,I
12.414226,24.6819305,AND,I
12.413491,24.4319324,AND,O
13.418714,24.4293823,AND,I
14.424064,24.4266243,AND,I
14.424064,24.4266243,AND,O
14.420658,23.4266281,AND,I
14.417301,22.4266338,AND,I
14.414816,21.6766376,AND,O
13.410136,21.6793938,AND,I
12.405588,21.6819420,AND,I
11.400873,21.6842804,AND,I
10.396139,21.6864109,AND,I
9.391544,21.6883316,AND,I
8.386784,21.6900406,AND,I
7.382010,21.6915398,AND,I
6.377379,21.6928253,AND,I
5.372589,21.6938992,AND,I
4.367791,21.6947613,AND,I
3.739921,21.6951923,AND,O
3.740644,22.6951923,AND,O
2.735592,22.6957092,AND,I
2.610016,22.6957588,AND,O
2.610469,23.6957569,AND,I
2.610927,24.6957588,AND,I
2.611394,25.6957588,AND,I
2.611867,26.6957569,AND,I
2.612351,27.6957588,AND,I
2.612842,28.6957588,AND,O
1.606216,28.6960354,AND,O
1.606440,29.6960354,AND,I
1.606666,30.6960354,AND,I
1.606899,31.6960335,AND,I
1.606977,32.0293655,AND,O
1.606977,32.0293655,AND,I
1.606987,32.0293655,AND,I
0.599412,32.0294266,AND,I
359.591961,32.0292778,AND,I
358.584394,32.0289154,AND,I
357.828741,32.0285034,AND,O
357.828082,32.7785072,AND,O
356.820316,32.7777710,AND,I
355.812693,32.7768211,AND,I
354.804954,32.7756577,AND,I
354.049158,32.7746468,AND,O
354.047127,33.7746429,AND,I
354.045067,34.7746429,AND,I
354.044179,35.1913109,AND,O
146.675076,-24.5768433,ANT,I
145.670671,-24.5699406,ANT,I
144.666180,-24.5628624,ANT,I
143.661747,-24.5556126,ANT,I
142.657529,-24.5481949,ANT,I
141.904335,-24.5425186,ANT,O
141.895080,-25.5424843,ANT,I
141.885667,-26.5424480,ANT,I
141.876096,-27.5424118,ANT,I
141.866340,-28.5423756,ANT,I
141.856398,-29.5423374,ANT,I
141.846256,-30.5422993,ANT,I
141.835914,-31.5422573,ANT,I
141.825342,-32.5422173,ANT,I
141.814527,-33.5421791,ANT,I
141.803469,-34.5421333,ANT,I
141.792139,-35.5420914,ANT,I
141.780525,-36.5420494,ANT,I
141.771599,-37.2920151,ANT,O
141.759438,-38.2919693,ANT,I
141.746936,-39.2919197,ANT,I
141.734061,-40.2918739,ANT,O
142.741942,-40.2994461,ANT,I
143.750096,-40.3068504,ANT,I
144.758349,-40.3140831,ANT,I
145.766559,-40.3211441,ANT,I
146.775027,-40.3280334,ANT,I
147.783609,-40.3347435,ANT,I
148.792134,-40.3412704,ANT,I
149.800916,-40.3476181,ANT,I
150.809784,-40.3537865,ANT,I
151.818596,-40.3597641,ANT,I
152.827649,-40.3655586,ANT,I
153.836789,-40.3711624,ANT,I
154.845858,-40.3765755,ANT,I
155.855169,-40.3817940,ANT,I
156.864552,-40.3868217,ANT,I
157.873849,-40.3916512,ANT,I
158.883390,-40.3962860,ANT,I
159.892987,-40.4007225,ANT,I
160.902499,-40.4049568,ANT,I
161.912256,-40.4089928,ANT,I
162.922039,-40.4128227,ANT,I
163.931737,-40.4164505,ANT,I
164.941635,-40.4198723,ANT,I
165.951591,-40.4230919,ANT,I
166.456504,-40.4246216,ANT,O
166.461569,-39.4246292,ANT,I
166.466504,-38.4246368,ANT,I
166.471281,-37.4246445,ANT,I
166.475944,-36.4246483,ANT,I
166.479363,-35.6746559,ANT,O
165.470967,-35.6715469,ANT,I
164.462757,-35.6682320,ANT,I
163.958516,-35.6664963,ANT,O
163.963737,-34.6665039,ANT,I
163.968844,-33.6665154,ANT,I
163.973823,-32.6665230,ANT,I
163.977885,-31.8332005,ANT,O
162.970863,-31.8295822,ANT,I
161.963739,-31.8257599,ANT,I
160.956630,-31.8217373,ANT,I
160.201379,-31.8185863,ANT,O
160.207200,-30.8186016,ANT,I
160.212894,-29.8186131,ANT,O
159.206571,-29.8142414,ANT,I
158.200149,-29.8096714,ANT,I
157.193771,-29.8049030,ANT,I
156.187591,-29.7999420,ANT,I
155.181327,-29.7947845,ANT,O
155.188194,-28.7948036,ANT,I
155.194917,-27.7948189,ANT,I
155.199337,-27.1281624,ANT,O
154.193774,-27.1228161,ANT,I
153.188411,-27.1172810,ANT,I
152.182946,-27.1115551,ANT,I
151.177526,-27.1056423,ANT,I
150.172334,-27.0995464,ANT,I
149.167027,-27.0932636,ANT,I
148.161794,-27.0868015,ANT,I
147.659283,-27.0835037,ANT,O
147.667536,-26.0835304,ANT,I
147.675661,-25.0835571,ANT,I
147.679681,-24.5835705,ANT,O
207.873487,-76.6233521,APS,I
207.980103,-77.6230698,APS,I
208.105159,-78.6227417,APS,I
208.253946,-79.6223450,APS,I
208.434076,-80.6218643,APS,I
208.656764,-81.6212769,APS,I
208.939275,-82.6205292,APS,I
209.111109,-83.1200714,APS,O
210.199084,-83.1142120,APS,I
211.286202,-83.1081467,APS,I
212.372261,-83.1018829,APS,I
213.457102,-83.0954285,APS,I
214.540987,-83.0887756,APS,I
215.623741,-83.0819321,APS,I
216.705165,-83.0749054,APS,I
217.785573,-83.0676880,APS,I
218.864751,-83.0602875,APS,I
219.942526,-83.0527039,APS,I
221.019216,-83.0449448,APS,I
222.094589,-83.0370178,APS,I
223.168473,-83.0289154,APS,I
224.241199,-83.0206451,APS,I
225.312552,-83.0122070,APS,I
226.382346,-83.0036087,APS,I
227.450910,-82.9948502,APS,I
228.518043,-82.9859390,APS,I
229.583574,-82.9768753,APS,I
230.647788,-82.9676666,APS,I
231.710529,-82.9583054,APS,I
232.771611,-82.9488068,APS,I
233.831362,-82.9391708,APS,I
234.889556,-82.9293976,APS,I
235.946044,-82.9194946,APS,I
237.001147,-82.9094543,APS,I
238.054662,-82.8992996,APS,I
239.106431,-82.8890228,APS,I
240.156813,-82.8786240,APS,I
241.205549,-82.8681183,APS,I
242.252484,-82.8574982,APS,I
243.297987,-82.8467789,APS,I
244.341859,-82.8359528,APS,I
245.383931,-82.8250275,APS,I
246.424514,-82.8140030,APS,I
247.463407,-82.8028946,APS,I
248.500500,-82.7916946,APS,I
249.536104,-82.7804184,APS,I
250.570020,-82.7690506,APS,I
251.602134,-82.7576141,APS,I
252.632704,-82.7461090,APS,I
253.661613,-82.7345276,APS,I
254.688691,-82.7228928,APS,I
255.714226,-82.7111893,APS,I
256.738099,-82.6994324,APS,I
257.760086,-82.6876221,APS,I
258.780585,-82.6757584,APS,I
259.799422,-82.6638565,APS,I
260.816431,-82.6519089,APS,I
261.831894,-82.6399307,APS,I
262.845697,-82.6279144,APS,I
263.857669,-82.6158676,APS,I
264.868155,-82.6037903,APS,I
265.877009,-82.5916977,APS,I
266.884002,-82.5795898,APS,I
267.889537,-82.5674591,APS,I
268.893414,-82.5553207,APS,I
269.895544,-82.5431747,APS,I
270.896187,-82.5310287,APS,I
271.895199,-82.5188751,APS,I
272.892436,-82.5067368,APS,I
273.888244,-82.4945984,APS,I
274.882451,-82.4824753,APS,I
275.874939,-82.4703598,APS,I
276.865998,-82.4582748,APS,O
276.242609,-81.4620667,APS,I
275.748654,-80.4650726,APS,I
275.347481,-79.4675140,APS,I
275.015029,-78.4695358,APS,I
274.734907,-77.4712372,APS,I
274.495497,-76.4726868,APS,I
274.288473,-75.4739532,APS,I
274.195061,-74.9745178,APS,O
274.025316,-73.9755478,APS,I
273.875026,-72.9764633,APS,I
273.740902,-71.9772797,APS,I
273.620452,-70.9780121,APS,I
273.511591,-69.9786682,APS,I
273.412686,-68.9792709,APS,I
273.322364,-67.9798203,APS,I
273.280077,-67.4800797,APS,O
272.281094,-67.4922180,APS,I
271.281766,-67.5043640,APS,I
270.281782,-67.5165176,APS,I
269.281282,-67.5286636,APS,I
268.280439,-67.5408020,APS,I
267.278910,-67.5529327,APS,I
266.276865,-67.5650558,APS,I
265.775729,-67.5711060,APS,O
264.772911,-67.5831985,APS,I
263.769750,-67.5952682,APS,I
262.765904,-67.6073151,APS,I
261.761541,-67.6193314,APS,I
260.756808,-67.6313095,APS,I
259.751444,-67.6432495,APS,I
258.745537,-67.6551590,APS,I
258.242482,-67.6610870,APS,O
258.327656,-68.6605911,APS,I
258.420753,-69.6600418,APS,I
258.470679,-70.1597443,APS,O
257.463226,-70.1715927,APS,I
256.455316,-70.1833878,APS,I
255.446691,-70.1951294,APS,I
254.437494,-70.2068176,APS,I
253.427896,-70.2184448,APS,I
252.417555,-70.2300034,APS,I
251.406612,-70.2415009,APS,I
250.395270,-70.2529221,APS,I
249.383211,-70.2642746,APS,I
248.370581,-70.2755432,APS,I
247.357549,-70.2867279,APS,I
246.343803,-70.2978363,APS,I
245.329485,-70.3088455,APS,I
244.314824,-70.3197708,APS,I
243.299418,-70.3305969,APS,I
242.283468,-70.3413162,APS,I
241.267119,-70.3519440,APS,I
240.250110,-70.3624573,APS,I
239.232559,-70.3728638,APS,I
238.214664,-70.3831635,APS,I
237.196069,-70.3933411,APS,I
236.176929,-70.4033966,APS,I
235.157475,-70.4133301,APS,I
234.137349,-70.4231415,APS,I
233.116722,-70.4328232,APS,I
232.095766,-70.4423676,APS,I
231.074166,-70.4517822,APS,I
230.052066,-70.4610596,APS,I
229.029664,-70.4701920,APS,I
228.006634,-70.4791794,APS,I
226.983147,-70.4880219,APS,I
225.959358,-70.4967117,APS,I
224.934984,-70.5052490,APS,I
224.166441,-70.5115433,APS,O
223.141293,-70.5198135,APS,I
222.115875,-70.5279083,APS,I
221.089869,-70.5358505,APS,I
220.063462,-70.5436249,APS,I
219.036813,-70.5512238,APS,I
218.009619,-70.5586624,APS,I
216.982041,-70.5659180,APS,I
215.954232,-70.5730057,APS,I
214.925909,-70.5799103,APS,I
213.897228,-70.5866318,APS,I
212.868361,-70.5931778,APS,I
211.838994,-70.5995331,APS,I
210.809298,-70.6057053,APS,I
209.779429,-70.6116867,APS,I
208.749104,-70.6174774,APS,I
207.718449,-70.6230698,APS,I
207.460871,-70.6244431,APS,O
207.511440,-71.6243057,APS,I
207.567601,-72.6241608,APS,I
207.630401,-73.6239929,APS,I
207.701126,-74.6238022,APS,I
207.781434,-75.6235962,APS,O
309.675007,-7.5634623,AQR,I
309.665394,-6.5635080,AQR,I
309.655809,-5.5635533,AQR,I
309.646282,-4.5635982,AQR,I
309.636754,-3.5636432,AQR,I
309.627256,-2.5636883,AQR,I
309.617787,-1.5637331,AQR,I
309.608316,-0.5637780,AQR,I
309.598846,0.4361772,AQR,O
309.589377,1.4361323,AQR,I
309.579877,2.4360874,AQR,O
310.580178,2.4454920,AQR,I
311.580506,2.4547608,AQR,I
312.580691,2.4638896,AQR,I
313.581018,2.4728787,AQR,I
314.081097,2.4773185,AQR,O
315.081424,2.4860904,AQR,I
316.081782,2.4947140,AQR,I
317.081996,2.5031860,AQR,I
318.082351,2.5115056,AQR,I
319.082737,2.5196695,AQR,I
320.082951,2.5276737,AQR,I
321.083336,2.5355186,AQR,I
321.583471,2.5393796,AQR,O
322.583884,2.5469787,AQR,I
323.584271,2.5544112,AQR,O
323.578749,3.3043909,AQR,O
324.579134,3.3116543,AQR,I
325.579662,3.3187475,AQR,I
326.580219,3.3256676,AQR,O
326.587086,2.3256910,AQR,O
327.587328,2.3324335,AQR,I
328.587712,2.3389995,AQR,I
329.588127,2.3453860,AQR,I
330.588341,2.3515899,AQR,I
331.588755,2.3576119,AQR,O
331.587267,2.6076074,AQR,O
332.587739,2.6134443,AQR,I
333.588066,2.6190934,AQR,I
334.588537,2.6245549,AQR,I
335.589009,2.6298258,AQR,I
336.589365,2.6349041,AQR,I
337.589865,2.6397896,AQR,I
338.590336,2.6444802,AQR,I
339.590664,2.6489737,AQR,I
340.591192,2.6532702,AQR,I
341.591692,2.6573677,AQR,I
342.592049,2.6612642,AQR,I
342.842217,2.6622071,AQR,O
342.845964,1.6622140,AQR,I
342.849712,0.6622211,AQR,O
342.853461,-0.3377719,AQR,I
342.857208,-1.3377649,AQR,I
342.860956,-2.3377581,AQR,I
342.864704,-3.3377509,AQR,O
343.864002,-3.3341103,AQR,I
344.863158,-3.3306730,AQR,I
345.862455,-3.3274388,AQR,I
346.861754,-3.3244095,AQR,I
347.860879,-3.3215861,AQR,I
348.860149,-3.3189690,AQR,I
349.859476,-3.3165591,AQR,I
350.858574,-3.3143575,AQR,I
351.857872,-3.3123643,AQR,I
352.857141,-3.3105805,AQR,I
353.856297,-3.3090067,AQR,I
354.855566,-3.3076429,AQR,I
355.854836,-3.3064899,AQR,I
356.853961,-3.3055482,AQR,I
357.853231,-3.3048177,AQR,I
358.852501,-3.3042989,AQR,I
359.102211,-3.3042023,AQR,O
359.102583,-4.3042021,AQR,I
359.102926,-5.3042026,AQR,I
359.103299,-6.3042021,AQR,O
359.103671,-7.3042021,AQR,I
359.104042,-8.3042021,AQR,I
359.104414,-9.3042011,AQR,I
359.104786,-10.3042021,AQR,I
359.105159,-11.3042021,AQR,I
359.105531,-12.3042011,AQR,I
359.105901,-13.3042021,AQR,I
359.106273,-14.3042021,AQR,I
359.106674,-15.3042011,AQR,I
359.107074,-16.3042011,AQR,I
359.107446,-17.3042011,AQR,I
359.107846,-18.3042011,AQR,I
359.108249,-19.3042011,AQR,I
359.108649,-20.3042011,AQR,I
359.109078,-21.3042011,AQR,I
359.109479,-22.3042011,AQR,I
359.109907,-23.3042011,AQR,I
359.110336,-24.3042011,AQR,I
359.110564,-24.8042011,AQR,O
358.116360,-24.8046646,AQR,I
357.121983,-24.8053398,AQR,I
356.127606,-24.8062248,AQR,I
355.133371,-24.8073196,AQR,I
354.138994,-24.8086243,AQR,I
353.144589,-24.8101368,AQR,I
352.150297,-24.8118610,AQR,I
351.155864,-24.8137913,AQR,I
350.161428,-24.8159313,AQR,I
349.167136,-24.8182774,AQR,I
348.172646,-24.8208313,AQR,I
347.178126,-24.8235893,AQR,I
346.680966,-24.8250446,AQR,O
345.686388,-24.8281116,AQR,I
344.692011,-24.8313808,AQR,I
343.697404,-24.8348522,AQR,I
342.702799,-24.8385258,AQR,I
341.708279,-24.8423996,AQR,I
340.713615,-24.8464737,AQR,I
339.718894,-24.8507462,AQR,I
338.724318,-24.8552132,AQR,I
337.729541,-24.8598766,AQR,I
336.734733,-24.8647346,AQR,I
335.740012,-24.8697853,AQR,I
334.745121,-24.8750267,AQR,I
333.750201,-24.8804569,AQR,I
332.755336,-24.8860760,AQR,I
331.760329,-24.8918800,AQR,I
330.765239,-24.8978710,AQR,I
329.770289,-24.9040413,AQR,O
329.762707,-23.9040642,AQR,I
329.755239,-22.9040890,AQR,I
329.747857,-21.9041119,AQR,I
329.740620,-20.9041328,AQR,I
329.733438,-19.9041576,AQR,I
329.726371,-18.9041786,AQR,I
329.719391,-17.9041996,AQR,I
329.712466,-16.9042225,AQR,I
329.705629,-15.9042444,AQR,I
329.698848,-14.9042645,AQR,I
329.692154,-13.9042864,AQR,I
329.685487,-12.9043083,AQR,I
329.678907,-11.9043283,AQR,I
329.672355,-10.9043484,AQR,I
329.665833,-9.9043694,AQR,I
329.659366,-8.9043894,AQR,I
329.656162,-8.4043999,AQR,O
328.657722,-8.4107742,AQR,I
327.659254,-8.4173279,AQR,I
326.660899,-8.4240570,AQR,I
325.662404,-8.4309626,AQR,I
324.663906,-8.4380417,AQR,I
323.665552,-8.4452906,AQR,I
322.666998,-8.4527092,AQR,I
321.668415,-8.4602947,AQR,O
321.676311,-9.4602642,AQR,I
321.684209,-10.4602337,AQR,I
321.692190,-11.4602032,AQR,I
321.700201,-12.4601717,AQR,I
321.708297,-13.4601412,AQR,I
321.716451,-14.4601107,AQR,O
320.719012,-14.4678507,AQR,I
319.721431,-14.4757547,AQR,I
318.723794,-14.4838171,AQR,I
317.726269,-14.4920359,AQR,I
316.728573,-14.5004101,AQR,I
315.730848,-14.5089369,AQR,I
314.733239,-14.5176105,AQR,I
313.735399,-14.5264339,AQR,I
312.737561,-14.5354004,AQR,I
311.739807,-14.5445070,AQR,I
310.741882,-14.5537539,AQR,I
309.743901,-14.5631361,AQR,I
309.743901,-14.5631361,AQR,O
309.733859,-13.5631838,AQR,I
309.723873,-12.5632305,AQR,I
309.713974,-11.5632782,AQR,I
309.704131,-10.5633240,AQR,I
309.694376,-9.5633707,AQR,I
309.684648,-8.5634165,AQR,O
280.386171,-2.8842952,AQL,I
280.374154,-1.8843669,AQL,I
280.362168,-0.8844388,AQL,I
280.350209,0.1154895,AQL,O
280.338221,1.1154177,AQL,I
280.326232,2.1153460,AQL,O
281.326275,2.1273098,AQL,I
282.326374,2.1392353,AQL,I
283.326273,2.1511161,AQL,I
284.326344,2.1629529,AQL,I
284.576426,2.1659052,AQL,O
284.564610,3.1658356,AQL,I
284.552764,4.1657658,AQL,I
284.540892,5.1656952,AQL,I
284.528961,6.1656256,AQL,I
284.525985,6.4156075,AQL,O
283.525657,6.4037800,AQL,I
282.525416,6.3919063,AQL,I
281.525316,6.3799911,AQL,I
281.458569,6.3791943,AQL,O
281.446467,7.3791218,AQL,I
281.434306,8.3790493,AQL,I
281.422062,9.3789759,AQL,I
281.409759,10.3789034,AQL,I
281.397401,11.3788290,AQL,I
281.388045,12.1287737,AQL,O
282.388372,12.1406946,AQL,I
283.388872,12.1525745,AQL,I
284.389458,12.1644087,AQL,I
284.456262,12.1651964,AQL,O
284.443875,13.1651230,AQL,I
284.431371,14.1650496,AQL,I
284.418754,15.1649752,AQL,I
284.406051,16.1648998,AQL,I
284.393176,17.1648235,AQL,I
284.380188,18.1647472,AQL,I
284.373636,18.6647091,AQL,O
285.374451,18.6764908,AQL,I
286.375494,18.6882229,AQL,O
286.388426,17.6882992,AQL,I
286.401243,16.6883736,AQL,I
286.405477,16.3550682,AQL,O
287.406464,16.3667412,AQL,I
288.407336,16.3783512,AQL,I
289.408436,16.3899002,AQL,I
290.409566,16.4013786,AQL,I
291.410609,16.4127865,AQL,I
292.411881,16.4241199,AQL,I
293.413211,16.4353771,AQL,I
294.414453,16.4465485,AQL,I
295.415898,16.4576378,AQL,I
296.417399,16.4686394,AQL,I
297.418814,16.4795456,AQL,I
298.420429,16.4903603,AQL,I
298.921166,16.4957294,AQL,O
298.926000,16.0790844,AQL,O
299.927644,16.0897484,AQL,I
300.929374,16.1003094,AQL,I
301.930962,16.1107616,AQL,I
302.932806,16.1211071,AQL,I
303.558997,16.1275158,AQL,O
303.569985,15.1275721,AQL,I
303.580886,14.1276274,AQL,I
303.591671,13.1276827,AQL,I
303.602371,12.1277370,AQL,I
303.613014,11.1277914,AQL,I
303.623571,10.1278458,AQL,I
303.634071,9.1278992,AQL,I
303.636675,8.8779116,AQL,O
304.637519,8.8880606,AQL,I
305.638561,8.8980923,AQL,I
306.013956,8.9018240,AQL,O
306.024084,7.9018745,AQL,I
306.034184,6.9019241,AQL,I
306.044226,5.9019737,AQL,I
306.054210,4.9020238,AQL,I
306.064196,3.9020729,AQL,I
306.074152,2.9021223,AQL,I
306.079101,2.4021468,AQL,O
307.079373,2.4120035,AQL,I
308.079529,2.4217334,AQL,I
309.079829,2.4313359,AQL,I
309.579877,2.4360874,AQL,O
309.589377,1.4361323,AQL,I
309.598846,0.4361772,AQL,O
309.608316,-0.5637780,AQL,I
309.617787,-1.5637331,AQL,I
309.627256,-2.5636883,AQL,I
309.636754,-3.5636432,AQL,I
309.646282,-4.5635982,AQL,I
309.655809,-5.5635533,AQL,I
309.665394,-6.5635080,AQL,I
309.675007,-7.5634623,AQL,I
309.684648,-8.5634165,AQL,O
308.685951,-8.5729389,AQL,I
307.687083,-8.5825920,AQL,I
306.688214,-8.5923729,AQL,I
305.689459,-8.6022758,AQL,I
304.690533,-8.6123018,AQL,I
303.691549,-8.6224461,AQL,I
302.692709,-8.6327038,AQL,I
301.693696,-8.6430750,AQL,O
301.704397,-9.6430187,AQL,I
301.715184,-10.6429625,AQL,I
301.726026,-11.6429062,AQL,I
301.726369,-11.6762342,AQL,O
300.727672,-11.6867104,AQL,I
299.729089,-11.6972904,AQL,I
298.730336,-11.7079744,AQL,I
297.731494,-11.7187586,AQL,I
296.732797,-11.7296362,AQL,I
295.733899,-11.7406082,AQL,I
294.734974,-11.7516699,AQL,I
293.736134,-11.7628155,AQL,I
292.737121,-11.7740450,AQL,I
291.738081,-11.7853546,AQL,I
290.739154,-11.7967367,AQL,I
289.740029,-11.8081942,AQL,I
288.740844,-11.8197193,AQL,I
287.741775,-11.8313084,AQL,I
286.742506,-11.8429613,AQL,I
285.743236,-11.8546724,AQL,I
284.744054,-11.8664360,AQL,O
284.731779,-10.8665075,AQL,I
284.719591,-9.8665800,AQL,I
284.707461,-8.8666515,AQL,I
284.695416,-7.8667231,AQL,I
284.683399,-6.8667936,AQL,I
284.671469,-5.8668642,AQL,I
284.659567,-4.8669343,AQL,I
284.647694,-3.8670044,AQL,I
284.647293,-3.8336766,AQL,O
283.647480,-3.8454983,AQL,I
282.647696,-3.8573668,AQL,I
281.648025,-3.8692768,AQL,I
280.648212,-3.8812284,AQL,I
280.398187,-3.8842230,AQL,O
249.034681,-60.2644577,ARA,O
248.990535,-59.2647018,ARA,I
248.948909,-58.2649345,ARA,I
248.909569,-57.2651558,ARA,I
248.872290,-56.2653656,ARA,I
248.836927,-55.2655602,ARA,I
248.803282,-54.2657509,ARA,I
248.771238,-53.2659302,ARA,I
248.740683,-52.2661018,ARA,I
248.711444,-51.2662659,ARA,I
248.683462,-50.2664223,ARA,I
248.656626,-49.2665710,ARA,I
248.630877,-48.2667160,ARA,I
248.606100,-47.2668533,ARA,I
248.582239,-46.2669868,ARA,I
248.570624,-45.7670517,ARA,O
249.575214,-45.7557640,ARA,I
250.579605,-45.7444000,ARA,I
251.583652,-45.7329674,ARA,I
252.587614,-45.7214584,ARA,I
253.591376,-45.7098846,ARA,I
254.594793,-45.6982498,ARA,I
255.598154,-45.6865540,ARA,I
256.601286,-45.6748009,ARA,I
257.604046,-45.6630020,ARA,I
258.606749,-45.6511497,ARA,I
259.609251,-45.6392517,ARA,I
260.611381,-45.6273155,ARA,I
261.613455,-45.6153374,ARA,I
262.615299,-45.6033287,ARA,I
263.616771,-45.5912895,ARA,I
264.618216,-45.5792236,ARA,I
265.619401,-45.5671310,ARA,I
266.620245,-45.5550270,ARA,I
267.621001,-45.5429001,ARA,I
268.621559,-45.5307655,ARA,I
269.621774,-45.5186234,ARA,I
269.809284,-45.5163460,ARA,O
270.809384,-45.5041962,ARA,I
271.809254,-45.4920464,ARA,I
272.309017,-45.4859734,ARA,O
272.334165,-46.4858246,ARA,I
272.360286,-47.4856644,ARA,I
272.387409,-48.4855003,ARA,I
272.415619,-49.4853287,ARA,I
272.445001,-50.4851494,ARA,I
272.475644,-51.4849625,ARA,I
272.507686,-52.4847679,ARA,I
272.541217,-53.4845657,ARA,I
