NOMAD1,YM,RAJ2000,DEJ2000,r,pmRA,e_pmRA,pmDE,e_pmDE,Bmag,r_Bmag,Vmag,r_Vmag,Rmag,r_Rmag,Jmag,Hmag,Kmag,R
1429-0357482,YM,282.8955764,52.9751169,H,-65.1,0.5,245.2,0.5,6.334,T,5.526,T,5.010,B,4.272,3.826,3.608,
1429-0355590,YM,281.6795331,52.9879603,H,10.1,0.5,-3.9,0.4,5.793,T,5.875,T,5.930,B,5.870,5.804,5.785,
1455-0286022,YM,280.6581394,55.5394569,H,-2.6,0.5,23.3,0.5,4.946,T,5.020,T,5.060,B,5.144,5.181,5.174,
1470-0336325,YM,278.1438442,57.0455989,H,0.3,0.5,-7.0,0.5,5.351,T,4.770,T,4.380,B,3.092,2.930,2.704,
1442-0274226,YM,272.6318344,54.2865522,H,108.1,0.5,246.8,0.5,6.912,T,5.976,T,5.400,B,3.932,3.556,3.549,
1456-0292806,YM,285.1810622,55.6583014,H,-11.7,0.5,-7.3,0.5,6.346,T,5.520,T,4.990,B,4.198,3.799,3.681,
1478-0361130,YM,284.1877106,57.8148508,H,-26.3,0.5,-59.3,0.5,6.840,T,5.670,T,4.960,B,3.794,3.170,2.996,
1493-0262999,.M,282.8003975,59.3883506,H,77.5,0.4,25.4,0.5,5.801,T,4.642,T,3.930,B,2.521,1.866,1.655,
1488-0259448,YM,275.9775272,58.8007358,H,-37.6,0.5,62.0,0.5,5.113,T,5.051,T,5.020,B,4.937,4.873,4.778,
1525-0308148,YM,279.3895858,62.5265906,H,-8.4,0.5,52.5,0.5,5.682,T,5.722,T,5.750,B,5.724,5.772,5.753,
1543-0215477,YM,273.4743047,64.3972869,H,351.6,0.4,36.0,0.4,5.379,T,4.996,T,4.750,B,4.203,4.059,3.943,
1344-0427798,YM,314.5811028,44.4717106,H,101.6,0.6,69.7,0.5,6.514,T,5.553,T,4.950,B,4.067,3.495,3.528,
1339-0418731,.M,316.2327614,43.9278519,H,8.5,0.5,0.3,0.4,5.361,T,3.704,T,2.820,B,0.981,0.026,-0.038,
1343-0428567,YM,313.3114769,44.3872606,H,11.2,0.5,-2.4,0.4,4.636,T,4.762,T,4.830,B,5.253,5.105,5.102,
1349-0415822,.M,314.1449078,44.9247217,H,-0.2,0.6,-2.2,0.5,5.978,T,5.960,T,5.950,B,5.796,5.831,5.857,
1351-0410951,.M,313.3273572,45.1816725,H,8.5,0.6,-4.4,0.5,6.548,T,5.468,T,4.810,B,3.822,3.267,3.003,
1375-0479240,YM,314.9564853,47.5209508,H,7.2,0.6,2.4,0.6,4.655,T,4.744,T,4.790,B,4.657,4.456,4.344,
1395-0404713,YM,319.8697936,49.5102939,H,14.5,0.5,1.9,0.4,5.615,T,5.729,T,5.790,B,5.950,6.046,6.075,
1376-0492388,YM,316.6503906,47.6484033,H,6.5,0.5,-0.9,0.4,6.132,T,4.533,T,3.650,B,1.856,1.127,1.026,
1361-0388190,.M,312.2345456,46.1141342,H,-2.9,0.6,-2.6,0.4,5.156,T,4.858,T,4.670,B,4.182,4.049,3.946,
1378-0481659,YM,311.9553606,47.8318694,H,-8.6,0.4,-17.5,0.4,7.101,T,5.601,T,4.720,B,3.248,2.519,2.318,
1374-0475328,YM,313.9575144,47.4176561,H,-2.8,0.5,-3.7,0.6,6.076,T,5.719,T,5.480,B,4.732,4.501,4.336,
1391-0384099,YM,314.1079072,49.1958469,H,11.3,0.5,6.7,0.5,6.957,T,5.920,T,5.280,B,3.964,3.435,3.241,
1404-0394415,YM,314.6251439,50.4617914,H,9.8,0.7,3.4,0.5,5.827,T,5.952,T,6.860,B,5.775,5.881,5.927,*
1407-0387049,YM,314.1061547,50.7285981,H,40.3,0.5,-21.2,0.4,6.136,T,5.828,T,5.630,B,5.091,4.963,4.923,
1432-0406085,YM,315.9484414,53.2859003,H,42.1,0.4,32.0,0.5,6.916,T,5.924,T,5.300,B,4.174,3.721,3.708,
1388-0411421,YM,321.7150886,48.8351683,H,57.9,0.6,26.0,0.4,5.379,T,5.292,T,5.240,B,5.051,5.084,5.059,
1393-0404212,YM,320.5017431,49.3888481,H,37.4,0.6,61.4,0.5,6.768,T,5.677,T,5.010,B,4.001,3.498,3.267,
1399-0411955,YM,323.2358000,49.9776294,H,15.8,0.5,11.8,0.5,5.723,T,5.751,T,5.770,B,5.732,5.812,5.788,
1428-0469965,YM,321.6873747,52.8985369,H,15.6,0.4,5.0,0.4,5.876,T,5.979,T,6.040,B,6.208,6.326,6.342,
1457-0386358,.M,328.0043419,55.7967431,H,18.8,1.7,-0.5,1.3,5.553,T,5.650,T,5.710,B,5.894,5.940,5.985,
1435-0357952,YM,317.5648947,53.5631003,H,22.5,0.4,-3.7,0.4,5.632,T,5.739,T,5.800,B,5.881,5.958,5.974,
1457-0358970,YM,319.3093625,55.7980008,H,16.7,0.4,13.3,0.4,7.468,T,5.989,T,5.110,B,3.858,3.067,2.761,
1474-0445498,YM,324.7400764,57.4890372,H,-1.7,0.6,-5.0,0.7,5.865,T,5.713,T,5.620,B,5.206,5.253,5.214,
1392-0360866,.M,307.8284011,49.2202972,H,8.7,0.4,-31.2,0.4,7.042,T,5.451,T,4.570,B,2.346,1.548,1.270,
1403-0390214,.M,310.5526156,50.3400294,H,1.1,0.6,3.7,0.6,5.289,T,5.394,T,5.450,B,5.549,5.660,5.701,
1464-0351999,YM,311.0918803,56.4884044,H,9.8,0.4,-1.6,0.4,7.616,T,5.964,T,5.080,B,2.145,1.241,1.054,
1465-0331971,YM,303.3494397,56.5677219,H,60.8,0.4,82.2,0.3,4.387,T,4.275,T,4.220,B,4.275,4.166,4.078,
1460-0336154,YM,307.3629614,56.0681900,H,4.5,0.5,4.6,0.5,5.848,T,5.907,T,5.950,B,5.887,5.956,5.924,
1475-0401319,YM,311.3380339,57.5797253,H,-62.9,0.4,-235.5,0.4,5.015,T,4.518,T,4.180,B,3.678,3.495,3.266,
1494-0302020,YM,314.8557656,59.4385939,H,44.6,0.4,15.3,0.4,6.975,T,5.537,T,4.660,B,3.145,2.452,2.146,
1504-0315044,.M,322.7470486,60.4594319,H,-1.6,0.4,-3.3,0.4,5.608,T,5.525,T,5.480,B,5.557,5.224,5.261,
1525-0361636,.M,319.6448811,62.5855725,H,149.9,0.4,48.2,0.4,2.660,T,2.433,T,2.290,B,2.153,2.133,2.065,
1518-0301065,.M,311.3223958,61.8387819,H,86.0,0.4,817.8,0.3,4.315,T,3.415,T,2.850,B,1.913,1.504,1.393,
1468-0439032,YM,332.9531981,56.8393572,H,236.7,0.4,129.6,0.4,5.724,T,5.255,T,4.950,B,4.676,4.211,3.980,
1470-0455644,.M,333.7591244,57.0435867,H,476.4,0.5,50.0,0.6,4.441,T,4.180,T,,,3.834,3.666,3.537,
1472-0486649,YM,334.1106817,57.2202383,H,47.3,0.5,5.3,0.4,6.815,T,5.888,T,5.310,B,4.778,4.238,4.003,
1466-0403654,.M,328.7214756,56.6112272,H,-3.7,0.4,-2.2,0.4,6.408,T,5.809,T,5.400,B,4.312,4.097,3.934,
1480-0442666,YM,330.5190503,58.0003664,H,-3.4,0.4,-1.5,0.3,5.554,T,5.541,T,5.540,B,5.432,5.451,5.485,
1482-0419209,YM,332.7136528,58.2012606,H,13.3,0.4,4.4,0.3,4.931,T,3.341,T,2.460,B,1.231,0.424,0.343,
1494-0347631,YM,332.8774000,59.4144875,H,-7.2,0.4,-11.0,0.3,5.246,T,5.081,T,4.980,B,5.052,4.618,4.500,
1484-0375865,.M,337.2927761,58.4151983,H,16.4,0.6,3.5,0.6,4.883,T,4.126,T,3.640,B,2.865,2.608,2.354,
1487-0332969,YM,325.8769200,58.7800458,H,5.2,0.4,-2.8,0.4,6.338,T,4.021,T,3.460,B,-0.326,-1.264,-1.620,
1506-0320521,.M,326.8553994,60.6926889,H,-9.6,0.4,-1.8,0.4,7.106,T,5.532,T,4.650,B,2.755,2.108,1.796,
1511-0309317,.M,326.3621897,61.1208058,H,-3.0,0.4,-1.8,0.3,4.729,T,4.303,T,4.010,B,3.295,3.214,2.942,
1507-0334829,YM,333.0083983,60.7590950,H,1.1,0.4,9.5,0.4,6.550,T,5.365,T,4.650,B,3.612,3.041,2.842,
1528-0414970,YM,334.5527056,62.8043875,H,42.7,0.5,9.8,0.5,7.027,T,5.748,T,4.960,B,3.907,3.407,3.059,
1535-0321561,.M,339.6627211,63.5844719,H,-1.1,0.4,-20.2,0.4,5.257,T,5.189,T,5.150,B,5.280,4.942,4.913,
1522-0403158,YM,331.2866211,62.2798136,H,-1.7,0.5,-3.0,0.4,5.137,T,5.105,T,5.100,B,5.227,4.915,4.934,
1527-0403790,YM,331.2520742,62.7856714,H,14.1,0.5,58.4,0.4,6.734,T,5.277,T,4.400,B,2.911,2.253,1.971,
1532-0370283,YM,333.0935425,63.2910350,H,3.7,0.5,-15.0,0.5,7.441,T,5.800,T,4.920,B,2.281,1.437,1.173,
1531-0375319,.M,330.9707389,63.1199203,H,36.7,0.5,58.2,0.4,6.807,T,5.314,T,4.430,B,1.276,0.364,0.128,
1551-0264463,.M,336.7721261,65.1322697,H,-0.7,0.5,-1.9,0.5,5.791,T,5.523,T,5.350,B,4.947,4.812,4.738,
1516-0356298,YM,342.8442825,61.6967403,H,97.1,0.6,41.9,0.7,6.780,T,5.938,T,6.690,B,4.519,4.166,3.939,*
1567-0272043,YM,356.6530678,66.7822444,H,7.5,0.5,-2.7,0.5,5.885,T,5.933,T,5.960,B,5.987,6.115,6.121,
1578-0316765,YM,356.9782089,67.8068078,H,14.5,0.4,-1.8,0.4,5.045,T,5.042,T,5.040,B,4.923,5.003,4.966,
1562-0240332,.M,342.4200692,66.2004075,H,-66.0,0.5,-124.7,0.4,4.542,T,3.500,T,2.860,B,1.868,1.449,1.276,
1572-0297328,YM,345.8870128,67.2092097,H,23.1,0.5,10.2,0.5,6.495,T,5.237,T,4.470,B,3.117,2.499,2.325,
1603-0173061,YM,351.8192836,70.3597822,H,120.9,0.4,-4.4,0.4,5.752,T,5.595,T,5.510,B,5.238,5.179,5.163,
1524-0377122,YM,326.2219983,62.4605672,H,-2.9,0.4,-2.7,0.4,6.176,T,5.951,T,5.810,B,5.373,5.317,5.317,
1520-0345512,YM,324.4801017,62.0819397,H,-1.8,0.4,-2.8,0.3,4.999,T,4.784,T,4.650,B,4.543,4.211,4.309,
1536-0297681,.M,329.1630986,63.6255572,H,-0.3,0.6,-3.8,0.4,6.734,T,5.200,T,4.320,B,1.225,0.371,-1.000,
1546-0267319,YM,330.9477242,64.6279711,H,214.4,0.7,89.2,0.5,4.724,T,4.412,T,4.210,B,3.475,3.369,3.563,
1548-0244845,.M,319.8425833,64.8718550,H,5.0,0.5,5.3,0.4,5.124,T,5.174,T,5.200,B,4.828,4.774,4.589,
1568-0229059,.M,321.9422592,66.8090956,H,-10.2,0.5,-20.7,0.4,5.302,T,5.402,T,5.460,B,5.536,5.549,5.602,
1601-0154069,YM,332.6616292,70.1325725,H,-64.7,0.5,24.1,0.4,5.853,T,5.528,T,5.320,B,4.701,4.690,4.560,
1608-0165847,YM,348.9072417,70.8880797,H,17.0,0.4,-2.2,0.5,5.777,T,5.552,T,5.410,B,4.915,4.910,4.809,
1616-0169881,YM,353.7460008,71.6420431,H,5.2,0.5,-2.4,0.5,7.604,T,5.858,T,4.980,B,2.765,2.095,1.768,
1640-0137306,YM,354.8381214,74.0026283,H,-8.5,1.3,5.5,0.7,6.847,T,5.981,T,10.420,B,4.626,4.104,4.004,
1607-0154658,YM,336.5034075,70.7708983,H,19.6,0.7,5.3,0.7,6.700,T,5.476,T,4.740,B,3.470,2.919,2.625,
1623-0163168,YM,332.4517964,72.3412067,H,33.3,0.4,3.0,0.3,5.688,T,4.793,T,4.220,B,3.305,2.842,2.539,
1636-0124634,YM,338.9422319,73.6431881,H,173.3,0.4,25.1,0.4,5.444,T,5.069,T,9.780,B,4.503,4.230,4.168,
1642-0133904,.M,348.6546056,74.2312683,H,41.3,0.5,5.5,0.4,5.876,T,5.881,T,5.880,B,5.836,5.897,5.871,
1652-0121588,YM,354.7924003,75.2928822,H,7.0,0.5,13.9,0.4,6.049,T,5.949,T,10.920,B,5.626,5.658,5.634,
1653-0115732,YM,346.9743806,75.3874961,H,5.7,0.6,-35.1,0.5,5.342,T,4.522,T,9.380,e,3.157,2.713,2.467,*
1475-0371360,.M,298.3224056,57.5234817,H,5.9,0.4,7.6,0.5,5.004,T,5.123,T,5.190,B,5.397,5.467,5.516,
1488-0281061,YM,298.9807422,58.8459689,H,-9.0,0.5,-20.8,0.5,6.590,T,4.979,T,4.100,B,1.719,0.919,0.718,
1506-0278741,YM,303.3650653,60.6405686,H,39.0,0.5,55.8,0.4,7.326,T,5.796,T,4.920,B,3.076,2.361,2.128,
1519-0291989,YM,301.3869956,61.9954197,H,123.8,0.4,70.5,0.3,6.607,T,5.414,T,4.680,B,3.504,2.857,2.722,
1522-0345193,YM,304.9029942,62.2574722,H,16.7,0.7,24.1,0.4,5.662,T,5.705,T,5.740,B,5.695,5.724,5.705,
1529-0341557,.M,307.3953544,62.9941047,H,45.0,0.4,-13.3,0.4,4.396,T,4.208,T,4.100,B,3.744,3.755,3.718,
1520-0311567,YM,302.8954800,62.0785419,H,137.3,0.5,80.0,0.5,6.177,T,5.709,T,5.390,B,5.009,4.677,4.464,
1539-0247398,YM,305.2980206,63.9801225,H,6.1,0.4,14.5,0.4,7.326,T,5.700,T,4.820,B,2.830,2.000,1.735,
1566-0208825,.M,310.7959189,66.6574472,H,25.1,0.5,34.7,0.4,5.785,T,5.590,T,5.470,B,5.179,5.134,5.059,
1568-0215172,YM,304.3805322,66.8536872,H,468.5,0.5,296.8,0.4,6.475,T,5.928,T,5.560,B,4.878,4.690,4.450,
1548-0225320,YM,300.3689392,64.8209742,H,10.0,0.3,-12.4,0.5,6.865,T,5.235,T,4.360,B,2.047,1.183,1.044,
1578-0241477,YM,300.7044692,67.8735647,H,16.4,0.5,47.7,0.5,5.864,T,4.509,T,3.670,B,2.347,1.707,1.530,
1588-0168990,YM,305.0250536,68.8803172,H,18.0,0.5,26.4,0.4,7.159,T,5.691,T,4.810,B,1.118,0.149,-0.080,
1593-0159900,YM,296.0767336,69.3370644,H,8.7,0.5,-22.1,0.5,5.955,T,5.900,T,5.870,B,5.724,5.764,5.708,
1552-0206831,YM,284.1071611,65.2580836,H,-15.7,0.4,-28.9,0.4,6.548,T,5.628,T,5.050,B,4.043,3.625,3.435,
1557-0193941,.M,290.1670497,65.7145314,H,14.0,0.3,41.6,0.4,4.617,T,4.575,T,4.560,B,4.554,4.575,4.448,
1576-0229537,.M,288.1387500,67.6615411,H,94.4,0.4,92.2,0.4,4.044,T,3.060,T,2.450,B,1.375,0.836,0.883,
1555-0190114,YM,276.4964086,65.5634803,H,106.5,0.5,-27.0,0.5,6.011,T,4.829,T,4.110,B,2.948,2.197,2.084,
1587-0155357,.M,273.8211522,68.7558097,H,17.1,0.5,-63.7,0.5,7.018,T,5.959,T,5.310,B,4.211,3.660,3.318,
1596-0155775,.M,293.0899617,69.6611753,H,598.4,0.5,-1738.8,0.4,5.440,T,4.675,T,4.190,B,3.423,3.039,2.899,
1633-0111283,YM,288.8877342,73.3554678,H,-116.5,0.5,104.2,0.5,5.728,T,4.458,T,3.680,B,2.573,2.056,1.774,
1612-0126307,.M,283.5993944,71.2971917,H,48.5,0.4,42.1,0.4,5.966,T,4.820,T,4.120,B,3.259,2.547,2.321,
1613-0120510,.M,275.1892933,71.3378142,H,-5.9,0.5,35.7,0.5,4.149,T,4.217,T,4.260,B,4.182,4.453,4.392,
1640-0105155,YM,281.4448647,74.0855525,H,5.1,0.4,81.9,0.5,6.199,T,5.250,T,4.660,B,3.927,3.498,3.220,
1654-0089355,YM,281.5926481,75.4339639,H,-12.1,0.4,68.6,0.5,5.412,T,5.359,T,5.330,B,5.219,5.232,5.206,
1614-0139618,YM,316.5971019,71.4317969,H,-48.1,0.6,-116.0,0.4,6.227,T,5.885,T,10.640,B,5.592,5.003,4.918,
1605-0145388,.M,322.1649878,70.5607158,H,12.5,0.5,8.7,0.4,2.993,T,3.194,T,3.300,B,3.637,3.749,3.902,
1613-0144034,.M,325.4803900,71.3114164,H,119.4,0.4,94.4,0.4,5.651,T,4.541,T,3.860,B,2.462,2.001,1.721,
1623-0158387,YM,325.7668439,72.3200839,H,-43.2,0.4,-40.5,0.4,6.230,T,5.179,T,4.530,B,3.467,3.011,2.733,
1649-0102894,.M,307.8767214,74.9546192,H,6.3,0.5,-16.4,0.5,5.276,T,5.187,T,5.140,B,5.200,5.056,5.033,
1659-0100784,.M,313.6847903,75.9255697,H,30.9,0.5,42.2,0.4,6.922,T,5.994,T,5.410,B,4.612,4.062,3.754,
1670-0114499,YM,318.9268800,77.0122961,H,22.9,0.5,14.6,0.4,7.503,T,5.916,T,5.040,B,3.443,2.677,2.350,
1631-0141654,YM,329.8123586,73.1798956,H,-68.2,0.4,-159.8,0.3,5.446,T,5.045,T,4.780,B,4.136,4.027,3.959,
1653-0111783,YM,339.3040258,75.3718108,H,44.7,0.5,7.8,0.5,7.414,T,5.796,T,4.920,B,2.822,2.105,1.752,
1662-0104777,YM,338.0676083,76.2264411,H,-19.9,0.5,-11.1,0.4,5.712,T,5.691,T,5.680,B,5.517,5.525,5.519,
1676-0143096,.M,354.8368706,77.6322758,H,-48.8,0.4,127.1,0.4,4.239,T,3.213,T,2.570,B,1.661,1.189,1.038,
1681-0098485,YM,316.3719361,78.1263919,H,19.0,0.4,28.7,0.4,5.830,T,5.901,T,5.940,B,6.014,6.107,6.083,
1688-0083465,.M,337.4707442,78.8242844,H,3.4,0.6,-21.6,0.4,5.536,T,5.457,T,5.410,B,5.256,5.288,5.230,
1687-0085635,.M,336.6766833,78.7858528,H,-14.0,0.6,-37.1,0.4,5.987,T,5.839,T,5.750,B,5.578,5.570,5.543,
1677-0116898,YM,302.2222786,77.7114192,H,11.1,0.4,23.7,0.4,4.349,T,4.395,T,4.430,B,4.506,4.418,4.431,
1665-0088011,.M,287.2911583,76.5605019,H,51.6,0.6,-119.7,0.4,5.385,T,5.115,T,4.950,B,4.338,4.264,4.312,
1675-0104588,YM,277.4373664,77.5470678,H,1.5,0.5,-0.6,0.5,6.837,T,5.651,T,4.930,B,3.568,3.032,2.793,
1700-0060444,.M,270.0147236,80.0008542,H,50.0,2.0,136.1,2.1,6.419,T,5.948,T,5.630,B,5.068,4.892,4.807,
1700-0060450,.M,270.0384344,80.0040953,H,46.9,1.9,124.0,2.6,6.103,T,5.651,T,5.350,B,4.812,4.514,4.455,
1705-0065623,YM,311.8894036,80.5522617,H,-28.0,0.5,-36.9,0.4,6.511,T,5.378,T,10.120,e,3.645,2.995,2.806,
1705-0067931,YM,321.2064661,80.5248261,H,42.6,0.5,-11.3,0.4,6.897,T,5.971,T,5.390,B,4.524,3.975,3.902,
1710-0059927,YM,307.3648594,81.0912769,H,67.0,0.6,221.6,0.5,6.887,T,5.973,T,5.390,B,4.503,4.038,3.850,
1714-0058203,YM,307.0607764,81.4227083,H,33.7,0.5,16.1,0.5,6.369,T,5.374,T,10.020,B,3.801,3.403,3.097,
1725-0057558,YM,310.6468244,82.5311583,H,30.7,0.5,21.6,0.5,5.742,T,5.738,T,5.740,B,5.689,5.711,5.679,
1731-0052269,YM,341.8710964,83.1538303,H,23.6,0.5,47.2,0.4,6.054,T,4.781,T,4.000,B,2.798,2.178,1.901,
1743-0044863,YM,343.6040303,84.3461764,H,98.4,0.5,23.8,0.4,6.147,T,4.696,T,3.820,B,2.382,1.764,1.495,
1753-0042340,YM,342.7626381,85.3737389,H,13.2,0.4,114.3,0.4,7.261,T,5.900,T,5.050,B,3.701,3.080,2.787,
1761-0037454,YM,333.2942319,86.1079544,H,51.3,0.5,40.3,0.4,5.235,T,5.256,T,5.270,B,5.225,5.280,5.261,
1773-0027562,YM,351.7536447,87.3075039,H,76.9,0.5,19.3,0.4,5.782,T,5.566,T,5.440,B,5.102,4.990,4.892,
0548-0001843,YM,2.9333692,-35.1331197,H,169.0,0.6,113.7,0.5,5.633,T,5.248,T,5.000,B,4.413,4.158,4.134,R
0564-0001166,.M,2.0145306,-33.5293261,H,-42.7,0.5,3.1,0.5,6.788,T,5.668,T,4.980,B,3.821,3.178,3.121,R
0569-0004733,YM,6.9820767,-33.0071672,H,-20.4,0.8,-50.3,0.4,6.515,T,4.889,T,4.010,B,1.199,0.252,0.036,R
0604-0005924,YM,8.4210100,-29.5582783,H,-27.9,0.8,-29.3,0.5,6.823,T,5.549,T,4.770,B,3.589,2.908,2.789,
0585-0003768,YM,4.0369425,-31.4463942,H,117.8,0.8,-27.1,0.4,7.019,T,5.652,T,4.790,B,3.529,2.725,2.552,
0602-0000634,YM,0.5830025,-29.7204142,H,9.6,1.0,14.0,0.5,4.881,T,5.012,T,5.090,B,5.370,5.408,5.376,
0622-0003737,.M,2.8934169,-27.7997367,H,4.6,1.2,17.0,0.4,6.782,T,5.414,T,4.550,B,3.266,2.475,2.407,
0610-0003801,YM,5.3799922,-28.9814689,H,32.7,1.0,-71.4,0.5,6.157,T,5.173,T,4.550,B,3.638,3.116,3.044,
0579-1223063,.M,355.1589547,-32.0731250,H,-91.4,0.6,-53.4,0.5,6.252,T,5.310,T,4.720,B,3.854,3.222,3.180,
0618-1161016,.M,357.2314419,-28.1302678,H,100.0,1.1,-104.0,0.9,4.576,T,4.571,T,4.570,B,4.801,4.642,4.532,
0605-1077867,YM,359.8662350,-29.4851678,H,-7.8,1.0,-5.9,0.4,7.232,T,5.594,T,4.710,B,2.838,2.004,1.800,
0639-0003363,YM,3.4260200,-26.0223456,H,37.5,0.9,-78.7,0.4,7.525,T,5.955,T,5.080,B,3.036,2.178,1.987,
0674-0002565,YM,1.9454161,-22.5085600,H,70.0,0.9,-34.7,0.4,6.056,T,5.927,T,5.850,B,5.600,5.509,5.479,
0659-0010102,YM,13.1692697,-24.0058442,H,37.3,0.7,33.5,0.6,6.772,T,5.479,T,4.680,B,3.394,2.646,2.464,
0658-0009485,YM,12.3081164,-24.1366719,H,77.4,1.0,-59.6,0.9,6.838,T,5.897,T,5.310,B,4.338,3.717,3.690,
0652-0007306,.M,9.3362525,-24.7672672,H,1422.0,2.8,-17.1,1.2,6.355,T,5.666,T,5.210,B,4.437,3.975,4.027,
0644-0005583,.M,6.8112853,-25.5471706,H,32.9,0.9,-15.2,0.5,7.003,T,5.976,T,5.350,B,4.447,3.873,3.790,
0662-0006440,.M,7.5943917,-23.7876806,H,-26.9,0.8,13.9,0.6,5.285,T,5.167,T,5.100,B,5.282,4.876,4.830,
0674-0013495,YM,11.5489739,-22.5220972,H,197.1,0.8,-12.2,0.5,6.455,T,5.503,T,4.900,B,3.471,2.960,2.871,
0682-0015370,YM,12.0044439,-21.7224922,H,24.9,1.4,-7.2,0.6,5.502,T,5.552,T,5.580,B,5.647,5.687,5.644,
0679-0012888,YM,11.1849822,-22.0061353,H,-66.0,0.7,81.1,0.4,5.523,T,5.228,T,5.040,B,4.333,4.469,4.358,
0699-0005500,YM,5.4428069,-20.0580236,H,62.6,1.0,-12.7,0.5,7.360,T,5.756,T,4.880,B,0.495,-0.482,-0.808,
0710-0003015,YM,3.6600664,-18.9328658,H,-27.1,0.8,-73.7,0.4,6.121,T,4.452,T,3.570,B,1.310,0.417,0.170,
0720-0002368,YM,3.0416081,-17.9382778,H,60.4,1.8,-24.6,0.7,6.781,T,5.279,T,4.400,B,2.701,2.032,1.854,
0719-0009800,YM,11.9300844,-18.0613392,H,30.1,0.8,34.3,0.5,7.012,T,5.701,T,4.890,B,3.197,2.557,2.424,
0720-0008681,.M,10.8973792,-17.9866047,H,232.7,0.8,32.7,0.5,3.054,T,2.030,T,1.400,B,0.369,-0.219,-0.274,
0764-0007785,YM,12.3567319,-13.5612744,H,103.3,0.8,-105.8,0.5,6.949,T,5.603,T,4.760,B,3.652,2.924,2.766,
0793-0006887,.M,11.0475053,-10.6095506,H,-6.9,0.8,-113.8,0.5,5.762,T,4.773,T,4.150,B,3.185,2.669,2.575,
0630-1224410,YM,350.3145756,-26.9867689,H,-19.5,0.8,-11.1,0.8,6.447,T,5.664,T,5.150,B,4.235,3.706,3.653,
0619-1199991,YM,347.4359603,-28.0885719,H,18.9,0.7,1.7,0.5,7.202,T,5.876,T,5.060,B,3.479,2.769,2.623,
0648-0989140,YM,345.0241197,-25.1641803,H,35.1,0.8,-79.5,0.5,6.918,T,5.664,T,4.890,B,3.331,2.685,2.556,
0662-0971766,YM,346.6701892,-23.7431156,H,59.8,1.1,0.5,0.8,5.364,T,4.491,T,3.940,B,2.843,2.410,2.350,
0675-1143379,YM,347.4787481,-22.4576117,H,35.9,1.3,-7.7,1.1,5.336,T,4.738,T,4.330,B,3.452,2.995,2.951,
0688-0963508,.M,347.3616547,-21.1724097,H,55.9,1.0,31.2,0.8,4.910,T,3.676,T,2.930,B,1.697,1.070,0.985,
0710-0919508,YM,357.8389092,-18.9091633,H,26.6,0.9,-3.5,0.6,5.050,T,5.171,T,5.240,B,5.416,5.506,5.504,
0713-0928426,.M,356.5038475,-18.6783403,H,131.8,1.1,11.9,1.1,5.864,T,5.623,T,5.470,B,5.232,5.096,5.038,
0717-1014104,.M,356.0503297,-18.2769378,H,27.6,0.9,-3.7,0.6,5.155,T,5.233,T,5.270,B,5.381,5.419,5.381,
0693-0963553,YM,351.5116086,-20.6420144,H,-50.1,0.7,-62.9,0.6,5.891,T,4.377,T,3.500,B,1.852,1.149,1.006,
0698-0933888,.M,350.7426114,-20.1005803,H,-120.2,0.7,-96.7,0.5,5.042,T,3.957,T,3.300,B,2.097,1.558,1.467,
0719-1140820,.M,355.3937031,-18.0270772,H,-40.8,0.7,-72.2,0.5,6.961,T,5.363,T,4.480,B,2.512,1.758,1.633,
0721-1234372,.M,355.4408581,-17.8165331,H,13.9,0.8,0.1,0.6,5.600,T,4.823,T,4.320,B,3.572,3.162,3.041,
0747-0889858,YM,353.7056697,-15.2460056,H,49.9,1.3,-87.8,0.8,7.333,T,5.955,T,5.100,B,3.858,3.057,2.879,
0691-0971780,YM,345.6843822,-20.8707119,H,-56.8,0.8,-129.8,0.5,6.931,T,5.982,T,5.390,B,4.282,3.718,3.690,
0703-0895176,YM,341.8880175,-19.6133753,H,-102.2,0.9,-205.9,0.6,6.161,T,5.248,T,4.680,B,3.790,3.126,3.060,
0711-0918051,.M,340.8968050,-18.8303753,H,-31.3,0.9,-28.0,0.6,6.071,T,4.683,T,3.810,B,2.301,1.600,1.445,
0737-0894893,YM,343.6894536,-16.2719575,H,-223.6,0.8,-88.5,0.5,6.634,T,5.542,T,4.870,B,3.923,3.270,3.174,
0741-0901783,.M,343.6625519,-15.8208203,H,-44.0,2.3,-24.8,1.6,3.326,T,3.249,T,3.200,B,3.266,3.201,3.164,
0719-1136989,YM,349.8504497,-18.0753767,H,3.9,0.9,9.5,0.6,7.533,T,5.958,T,5.080,B,3.475,2.616,2.451,
0749-0884518,.M,350.6632208,-15.0393378,H,119.6,1.1,17.4,0.8,5.383,T,5.200,T,5.090,B,4.988,4.777,4.615,
0765-0783455,.M,349.7777850,-13.4585517,H,265.6,6.1,-44.8,5.2,5.927,T,5.192,T,,,3.818,3.338,3.351,
0726-0001062,YM,0.9349575,-17.3359878,H,28.5,1.0,-7.2,0.4,4.485,T,4.531,T,4.560,B,4.150,4.610,4.564,
0734-0001268,.M,1.0824750,-16.5290364,H,53.7,1.3,-60.2,0.4,6.872,T,5.775,T,5.110,B,3.935,3.342,3.283,
0745-0002502,YM,2.8160717,-15.4679775,H,-84.2,0.8,-269.3,0.3,5.333,T,4.904,T,4.610,B,4.152,3.799,3.821,
